Employee_ID,Employee_Name,Department,Role,Base_Salary,Overtime_Hours,Overtime_Pay,Bonuses,Deductions,Net_Pay
1538,Employee_473,Engineering,DevOps Engineer,101857.34,19.47,1430.17,14078.92,13851.62,103514.81
1539,Employee_365,Marketing,SEO Specialist,67548.02,10.3,501.74,12332.17,3663.0,76718.93
1540,Employee_461,Engineering,DevOps Engineer,103233.43,1.4,104.23,7146.43,7332.97,103151.12
1541,Employee_271,Marketing,Marketing Manager,96974.79,12.32,861.58,13955.58,13862.7,97929.25
1542,Employee_356,Marketing,Marketing Manager,108512.57,6.38,499.26,468.15,8061.54,101418.44
1543,Employee_421,Engineering,Data Scientist,100666.63,15.69,1139.03,19025.48,12023.32,108807.82
1544,Employee_16,Sales,Sales Executive,111813.1,19.1,1540.12,10454.11,12755.41,111051.92
1545,Employee_114,Product,UI/UX Designer,107065.21,12.79,987.52,5150.6,9940.7,103262.63
1546,Employee_285,HR,Recruiter,71014.23,15.42,789.69,12100.16,8038.83,75865.25
1547,Employee_478,Sales,Account Manager,101398.85,16.64,1216.79,14894.36,14451.77,103058.23
1548,Employee_423,Customer Support,Support Specialist,59597.55,6.84,293.98,7846.58,6122.96,61615.15
1549,Employee_421,Engineering,Data Scientist,100666.63,19.79,1436.68,4034.56,5202.72,100935.15
1550,Employee_346,Engineering,Software Engineer,137223.05,8.55,846.1,13762.21,7888.17,143943.19
1551,Employee_486,Customer Support,Customer Success Manager,78812.07,19.29,1096.36,3486.53,6027.46,77367.5
1552,Employee_474,Finance,Financial Analyst,93360.52,4.38,294.89,6363.62,5400.44,94618.59
1553,Employee_191,Finance,Accountant,73905.53,2.83,150.83,11095.61,8982.87,76169.1
1554,Employee_105,Sales,Account Manager,76655.51,8.74,483.15,5528.84,4898.28,77769.22
1555,Employee_52,Sales,Sales Executive,71454.59,7.65,394.2,2418.78,6034.23,68233.34
1556,Employee_270,Marketing,Marketing Manager,93602.72,15.44,1042.23,18561.39,10002.78,103203.56
1557,Employee_155,Finance,Financial Analyst,72645.62,9.67,506.6,5756.38,5091.92,73816.68
1558,Employee_128,Sales,Account Manager,80526.55,15.12,878.05,13791.23,11635.82,83560.01
1559,Employee_186,Product,Product Manager,117465.53,11.96,1013.14,16249.3,9117.43,125610.54
1560,Employee_115,Engineering,DevOps Engineer,108823.42,17.91,1405.55,12541.17,9563.85,113206.29
1561,Employee_325,Finance,Financial Analyst,75453.15,3.15,171.4,7250.91,5869.88,77005.58
1562,Employee_114,Product,UI/UX Designer,107065.21,12.02,928.07,21230.22,10416.33,118807.17
1563,Employee_148,HR,Recruiter,73983.8,14.55,776.3,10555.69,6621.55,78694.24
1564,Employee_140,Product,UI/UX Designer,85079.91,0.22,13.5,9979.27,9903.73,85168.95
1565,Employee_247,Finance,Accountant,84445.3,4.57,278.3,9180.59,8649.11,85255.08
1566,Employee_378,Engineering,DevOps Engineer,103796.51,14.21,1063.66,9491.9,11386.74,102965.33
1567,Employee_229,Finance,Financial Analyst,83373.71,9.75,586.22,15564.77,10624.6,88900.1
1568,Employee_157,Engineering,DevOps Engineer,119119.41,11.63,999.06,19252.67,16725.02,122646.12
1569,Employee_415,Engineering,DevOps Engineer,115025.91,10.28,852.74,13064.03,11483.29,117459.39
1570,Employee_63,Sales,Sales Executive,80560.98,5.93,344.51,14293.44,7703.03,87495.9
1571,Employee_336,HR,Recruiter,61240.41,16.82,742.83,6770.1,3323.75,65429.59
1572,Employee_355,HR,Recruiter,74244.99,3.46,185.26,13433.35,9874.39,77989.21
1573,Employee_69,Finance,Accountant,79215.71,5.59,319.34,11155.3,8269.73,82420.62
1574,Employee_128,Sales,Account Manager,80526.55,6.62,384.44,8466.02,9516.26,79860.75
1575,Employee_488,Customer Support,Support Specialist,58815.11,4.94,209.53,8842.26,3007.32,64859.58
1576,Employee_371,Marketing,SEO Specialist,86255.93,10.45,650.03,9642.17,11421.69,85126.44
1577,Employee_315,Sales,Sales Executive,102728.26,7.6,563.03,6428.36,11779.41,97940.24
1578,Employee_276,Product,Product Manager,140327.37,13.53,1369.2,12111.85,15187.92,138620.5
1579,Employee_22,Sales,Sales Executive,75421.28,15.84,861.54,2764.27,6134.39,72912.7
1580,Employee_145,Marketing,SEO Specialist,86015.97,7.7,477.64,2350.43,6128.59,82715.45
1581,Employee_453,Product,Product Manager,122235.24,7.79,686.69,23641.38,10644.94,135918.37
1582,Employee_186,Product,Product Manager,117465.53,12.09,1024.15,20735.13,11065.23,128159.58
1583,Employee_27,Engineering,Software Engineer,103921.89,3.06,229.33,8741.94,15048.93,97844.23
1584,Employee_341,Product,UI/UX Designer,103161.6,9.71,722.38,13636.84,10928.91,106591.91
1585,Employee_11,Engineering,Data Scientist,111590.14,17.25,1388.17,20871.7,10479.95,123370.06
1586,Employee_221,Product,UI/UX Designer,113858.89,3.31,271.78,10485.34,5773.29,118842.72
1587,Employee_246,Finance,Accountant,81605.5,3.54,208.33,9506.24,8317.04,83003.03
1588,Employee_179,Marketing,SEO Specialist,63516.22,6.37,291.78,6303.1,8270.73,61840.37
1589,Employee_482,Finance,Accountant,83176.23,7.67,460.07,1676.93,10453.33,74859.9
1590,Employee_181,Sales,Account Manager,95002.11,12.75,873.52,5267.43,12492.38,88650.68
1591,Employee_229,Finance,Financial Analyst,83373.71,16.57,996.28,2706.48,5098.7,81977.77
1592,Employee_397,HR,HR Manager,97773.42,5.08,358.19,14782.92,8075.22,104839.31
1593,Employee_192,Customer Support,Customer Success Manager,81324.22,12.04,706.11,1255.53,8141.73,75144.13
1594,Employee_124,Finance,Accountant,70677.48,14.77,752.82,7205.7,9186.09,69449.91
1595,Employee_35,Finance,Financial Analyst,89294.54,13.47,867.4,6320.07,8182.08,88299.93
1596,Employee_409,Product,Product Manager,131071.69,4.05,382.82,1778.32,18012.58,115220.25
1597,Employee_289,Finance,Accountant,71597.01,15.48,799.27,215.33,4231.17,68380.44
1598,Employee_327,Product,Product Manager,124860.61,4.43,398.89,20610.98,15970.42,129900.06
1599,Employee_444,Customer Support,Customer Success Manager,74527.22,8.07,433.73,13099.6,5878.67,82181.88
1600,Employee_21,Marketing,Marketing Manager,101228.5,15.18,1108.16,4124.29,8376.84,98084.11
1601,Employee_121,HR,HR Manager,80704.35,13.16,765.92,10713.37,7175.41,85008.23
1602,Employee_441,HR,HR Manager,70181.8,9.98,505.11,459.78,7165.77,63980.92
1603,Employee_493,Sales,Sales Executive,87407.49,19.54,1231.69,13773.65,10247.95,92164.88
1604,Employee_452,Product,UI/UX Designer,106873.4,12.35,951.84,21013.68,8234.5,120604.42
1605,Employee_433,Engineering,DevOps Engineer,106958.96,18.18,1402.29,3741.23,10914.77,101187.71
1606,Employee_282,Product,UI/UX Designer,115364.11,3.2,266.22,12834.74,10948.71,117516.36
1607,Employee_240,Customer Support,Support Specialist,54892.73,1.92,76.01,56.15,7190.2,47834.69
1608,Employee_93,Engineering,Software Engineer,119764.99,18.04,1558.1,2041.38,17915.71,105448.76
1609,Employee_484,Engineering,Software Engineer,101671.36,17.5,1283.11,13174.88,10189.67,105939.68
1610,Employee_4,Sales,Sales Executive,71168.05,17.62,904.31,6090.13,4921.28,73241.21
1611,Employee_305,Customer Support,Customer Success Manager,67740.47,11.59,566.19,2109.36,4518.64,65897.38
1612,Employee_194,Finance,Financial Analyst,80900.03,5.51,321.46,14633.95,4895.09,90960.35
1613,Employee_247,Finance,Accountant,84445.3,11.79,717.99,718.23,5449.97,80431.55
1614,Employee_463,HR,HR Manager,80403.65,5.87,340.36,13786.47,9913.86,84616.62
1615,Employee_148,HR,Recruiter,73983.8,12.67,675.99,12610.86,3886.08,83384.57
1616,Employee_123,Product,Product Manager,133295.48,11.35,1091.04,7598.19,7273.85,134710.86
1617,Employee_314,HR,Recruiter,70744.29,0.3,15.31,9041.03,8042.9,71757.73
1618,Employee_274,Finance,Financial Analyst,73212.96,16.56,874.33,1258.81,9305.63,66040.47
1619,Employee_50,Customer Support,Customer Success Manager,82810.82,4.98,297.4,4143.9,7518.41,79733.71
1620,Employee_24,Product,Product Manager,147020.56,19.57,2074.9,9977.51,20966.93,138106.04
1621,Employee_373,Finance,Financial Analyst,93137.43,17.26,1159.29,5350.74,12588.19,87059.27
1622,Employee_133,Customer Support,Customer Success Manager,86270.51,4.31,268.14,16158.56,6513.61,96183.6
1623,Employee_115,Engineering,DevOps Engineer,108823.42,0.38,29.82,1758.28,14091.55,96519.97
1624,Employee_112,Customer Support,Customer Success Manager,71894.09,7.69,398.7,8790.36,9747.16,71335.99
1625,Employee_491,Finance,Accountant,75710.03,13.67,746.36,10345.56,8769.9,78032.05
1626,Employee_42,Marketing,Marketing Manager,98215.0,4.09,289.69,6950.18,6753.31,98701.56
1627,Employee_98,HR,Recruiter,62200.22,11.97,536.93,1303.73,8332.85,55708.03
1628,Employee_248,Engineering,Data Scientist,145613.28,11.51,1208.66,28411.75,19481.83,155751.86
1629,Employee_356,Marketing,Marketing Manager,108512.57,2.5,195.64,18328.95,12005.56,115031.6
1630,Employee_239,Sales,Account Manager,105780.48,12.02,916.93,6772.16,10054.3,103415.27
1631,Employee_313,Sales,Account Manager,92016.18,11.36,753.82,4549.55,10675.23,86644.32
1632,Employee_246,Finance,Accountant,81605.5,5.87,345.45,630.99,5277.17,77304.77
1633,Employee_89,Customer Support,Customer Success Manager,74171.99,10.55,564.31,7548.3,10663.71,71620.89
1634,Employee_226,Engineering,DevOps Engineer,114540.56,16.28,1344.75,5898.83,15564.43,106219.71
1635,Employee_466,Finance,Financial Analyst,87608.51,4.33,273.57,8181.17,5148.6,90914.65
1636,Employee_287,HR,Recruiter,78996.5,5.89,335.55,9475.57,8622.51,80185.11
1637,Employee_429,Product,Product Manager,149748.91,16.38,1768.91,27970.94,8680.25,170808.51
1638,Employee_197,HR,Recruiter,76035.51,8.56,469.37,157.38,8734.89,67927.37
1639,Employee_48,Customer Support,Support Specialist,55796.53,1.51,60.76,4152.0,3122.28,56887.01
1640,Employee_193,HR,Recruiter,62976.26,18.63,846.09,3929.47,6781.39,60970.43
1641,Employee_221,Product,UI/UX Designer,113858.89,17.18,1410.65,11706.58,8672.75,118303.37
1642,Employee_471,Marketing,Marketing Manager,103332.13,5.5,409.85,14560.14,14296.46,104005.66
1643,Employee_196,Marketing,Marketing Manager,88603.71,8.18,522.68,13747.25,7541.27,95332.37
1644,Employee_224,Engineering,Data Scientist,113824.7,16.11,1322.39,14258.7,8183.11,121222.68
1645,Employee_130,Product,Product Manager,120880.4,16.15,1407.85,2122.23,17146.56,107263.92
1646,Employee_135,Engineering,Data Scientist,108879.21,18.25,1432.97,3656.57,9060.37,104908.38
1647,Employee_19,Engineering,DevOps Engineer,105789.24,1.66,126.64,11988.18,14490.47,103413.59
1648,Employee_313,Sales,Account Manager,92016.18,0.53,35.17,4193.05,7482.18,88762.22
1649,Employee_47,HR,Recruiter,69703.57,5.82,292.55,1393.77,6442.39,64947.5
1650,Employee_139,Product,Product Manager,111263.01,9.95,798.37,4550.82,6299.45,110312.75
1651,Employee_254,Finance,Accountant,82933.2,2.9,173.44,6463.87,4873.24,84697.27
1652,Employee_427,Finance,Financial Analyst,90322.13,14.76,961.41,12551.47,10570.74,93264.27
1653,Employee_451,Product,Product Manager,137426.48,8.72,864.2,9189.91,9556.28,137924.31
1654,Employee_313,Sales,Account Manager,92016.18,13.74,911.76,10363.17,4929.2,98361.91
1655,Employee_241,HR,Recruiter,60076.0,10.24,443.64,4999.47,5839.89,59679.22
1656,Employee_440,Product,Product Manager,139445.26,3.88,390.18,12538.79,13610.52,138763.71
1657,Employee_410,Engineering,Data Scientist,119515.16,11.45,986.86,2157.75,11048.62,111611.15
1658,Employee_374,Customer Support,Customer Success Manager,74841.78,4.26,229.92,13439.01,10713.77,77796.94
1659,Employee_272,Customer Support,Support Specialist,55422.76,10.31,412.07,8927.03,3311.96,61449.9
1660,Employee_12,Marketing,SEO Specialist,69282.08,2.44,121.91,13175.7,7745.87,74833.82
1661,Employee_104,Finance,Financial Analyst,71175.06,0.02,1.03,10426.88,6633.13,74969.84
1662,Employee_352,Engineering,Software Engineer,112684.15,12.34,1002.78,41.54,9859.62,103868.85
1663,Employee_220,Engineering,Software Engineer,144989.51,6.66,696.37,10528.8,13424.56,142790.12
1664,Employee_118,Engineering,Software Engineer,118106.64,13.2,1124.28,5644.34,13068.08,111807.18
1665,Employee_224,Engineering,Data Scientist,113824.7,16.56,1359.33,16159.08,9044.88,122298.23
1666,Employee_431,Finance,Financial Analyst,78820.37,8.02,455.87,10028.78,9781.04,79523.98
1667,Employee_301,Customer Support,Customer Success Manager,69794.28,3.44,173.14,1846.06,9592.14,62221.34
1668,Employee_318,Sales,Sales Executive,80543.81,8.51,494.3,9191.49,9685.92,80543.68
1669,Employee_469,HR,Recruiter,72885.44,11.09,582.91,8274.55,3798.01,77944.89
1670,Employee_109,Engineering,Data Scientist,137639.01,1.18,117.13,6120.41,20599.19,123277.36
1671,Employee_261,Engineering,DevOps Engineer,107284.06,19.0,1470.0,2989.5,8249.25,103494.31
1672,Employee_72,Engineering,DevOps Engineer,122787.5,2.07,183.3,20838.19,15138.36,128670.63
1673,Employee_293,Customer Support,Support Specialist,59459.26,11.68,500.83,10064.56,7178.23,62846.42
1674,Employee_324,HR,HR Manager,75665.59,3.03,165.34,9122.87,9910.48,75043.32
1675,Employee_171,Marketing,SEO Specialist,66355.47,8.47,405.31,9832.12,7407.32,69185.58
1676,Employee_130,Product,Product Manager,120880.4,2.65,231.01,5787.25,13349.56,113549.1
1677,Employee_420,Finance,Accountant,62732.13,0.63,28.5,718.22,5871.97,57606.88
1678,Employee_364,Sales,Sales Executive,72791.65,17.58,922.84,5404.25,10852.05,68266.69
1679,Employee_109,Engineering,Data Scientist,137639.01,11.54,1145.45,24611.29,9686.95,153708.8
1680,Employee_396,Sales,Sales Executive,98725.32,19.8,1409.68,13904.42,10392.67,103646.75
1681,Employee_426,Marketing,Marketing Manager,82738.51,7.21,430.2,8146.67,4731.35,86584.03
1682,Employee_443,HR,Recruiter,68940.96,16.72,831.27,8040.0,8715.7,69096.53
1683,Employee_149,Product,UI/UX Designer,97924.05,3.38,238.69,6038.81,11343.16,92858.39
1684,Employee_144,Sales,Sales Executive,91813.2,5.76,381.38,6738.67,8536.01,90397.24
1685,Employee_134,Product,Product Manager,121238.56,12.85,1123.5,22861.91,7162.91,138061.06
1686,Employee_421,Engineering,Data Scientist,100666.63,14.69,1066.44,10731.55,12244.07,100220.55
1687,Employee_237,Marketing,SEO Specialist,61916.05,4.79,213.88,9121.63,9007.53,62244.03
1688,Employee_12,Marketing,SEO Specialist,69282.08,14.87,742.95,3005.37,7441.65,65588.75
1689,Employee_86,Product,UI/UX Designer,98103.95,10.33,730.83,11121.28,13237.93,96718.13
1690,Employee_240,Customer Support,Support Specialist,54892.73,2.75,108.86,2848.0,4907.24,52942.35
1691,Employee_40,Engineering,Software Engineer,123464.64,12.5,1112.96,4912.86,13089.53,116400.93
1692,Employee_114,Product,UI/UX Designer,107065.21,8.46,653.2,5811.08,13874.77,99654.72
1693,Employee_408,Sales,Sales Executive,83733.28,0.89,53.74,1862.24,7267.02,78382.24
1694,Employee_25,HR,Recruiter,69642.3,1.57,78.85,2643.1,8297.63,64066.62
1695,Employee_485,Sales,Sales Executive,90514.28,8.77,572.46,14518.5,6402.45,99202.79
1696,Employee_310,HR,HR Manager,89918.54,1.5,97.27,16291.63,5523.36,100784.08
1697,Employee_129,Customer Support,Support Specialist,58606.4,1.93,81.57,5660.47,6251.44,58097.0
1698,Employee_56,Engineering,Software Engineer,131539.74,7.3,692.48,4276.97,7445.95,129063.24
1699,Employee_436,Sales,Account Manager,88877.79,18.96,1215.23,1961.81,10834.2,81220.63
1700,Employee_410,Engineering,Data Scientist,119515.16,17.28,1489.34,3514.64,14913.93,109605.21
1701,Employee_275,Sales,Sales Executive,88385.37,17.22,1097.59,14390.97,5719.77,98154.16
1702,Employee_5,Marketing,SEO Specialist,63367.25,19.95,911.67,11618.57,4585.11,71312.38
1703,Employee_152,Product,UI/UX Designer,95550.36,0.5,34.45,11150.77,9422.55,97313.03
1704,Employee_293,Customer Support,Support Specialist,59459.26,5.85,250.84,171.47,7629.81,52251.76
1705,Employee_38,Product,UI/UX Designer,103022.71,5.79,430.17,4436.52,12413.12,95476.28
1706,Employee_93,Engineering,Software Engineer,119764.99,9.67,835.19,3601.74,12529.12,111672.8
1707,Employee_268,Sales,Sales Executive,73950.45,2.02,107.73,3707.08,10891.34,66873.92
1708,Employee_38,Product,UI/UX Designer,103022.71,10.53,782.33,13929.04,10030.59,107703.49
1709,Employee_479,Product,Product Manager,139336.51,13.72,1378.63,27148.26,14659.41,153203.99
1710,Employee_61,Marketing,SEO Specialist,85105.8,1.4,85.92,5341.46,7596.41,82936.77
1711,Employee_54,Engineering,Software Engineer,118746.07,1.22,104.47,23360.22,13252.81,128957.95
1712,Employee_362,Customer Support,Customer Success Manager,67335.11,19.61,952.24,11259.02,6876.26,72670.11
1713,Employee_108,HR,Recruiter,64312.62,12.92,599.22,1643.97,3231.63,63324.18
1714,Employee_34,Finance,Financial Analyst,71525.86,19.66,1014.09,2533.6,5083.99,69989.56
1715,Employee_338,HR,HR Manager,92308.14,10.02,667.02,14299.52,9743.89,97530.79
1716,Employee_477,Sales,Sales Executive,102620.09,13.4,991.67,2783.98,5740.23,100655.51
1717,Employee_179,Marketing,SEO Specialist,63516.22,14.94,684.33,6448.61,5940.67,64708.49
1718,Employee_5,Marketing,SEO Specialist,63367.25,12.63,577.16,2033.76,5915.88,60062.29
1719,Employee_389,Sales,Sales Executive,76662.36,12.41,686.09,14940.91,5037.65,87251.71
1720,Employee_37,Sales,Account Manager,95149.94,18.44,1265.31,8587.1,7397.92,97604.43
1721,Employee_255,Engineering,DevOps Engineer,109543.64,0.64,50.56,10619.07,13375.14,106838.13
1722,Employee_417,Product,UI/UX Designer,111143.5,13.57,1087.66,20839.3,7526.79,125543.67
1723,Employee_297,Finance,Financial Analyst,92844.93,13.33,892.52,6479.84,12565.21,87652.08
1724,Employee_19,Engineering,DevOps Engineer,105789.24,19.66,1499.87,7420.54,8511.62,106198.03
1725,Employee_195,Finance,Financial Analyst,74309.51,18.36,983.89,2216.56,5819.5,71690.46
1726,Employee_100,Finance,Accountant,61247.51,0.66,29.15,3931.83,4732.47,60476.02
1727,Employee_449,Finance,Financial Analyst,84092.57,7.08,429.36,12147.86,4257.99,92411.8
1728,Employee_118,Engineering,Software Engineer,118106.64,11.2,953.94,14929.91,6981.98,127008.51
1729,Employee_380,Engineering,Data Scientist,154624.44,9.51,1060.44,7106.79,19290.38,143501.29
1730,Employee_263,Finance,Accountant,68914.7,5.19,257.93,3604.86,5389.46,67388.03
1731,Employee_406,Marketing,Marketing Manager,103274.64,15.84,1179.71,17236.52,15148.08,106542.79
1732,Employee_273,Marketing,SEO Specialist,69302.94,7.13,356.34,10618.79,7770.66,72507.41
1733,Employee_44,Marketing,SEO Specialist,62030.7,11.27,504.15,3919.01,7936.57,58517.29
1734,Employee_205,HR,HR Manager,78131.5,8.25,464.84,6576.4,9627.08,75545.66
1735,Employee_464,Sales,Account Manager,77963.26,11.25,632.51,4076.88,9405.22,73267.43
1736,Employee_203,Sales,Account Manager,96305.12,14.48,1005.65,6012.74,11381.55,91941.96
1737,Employee_409,Product,Product Manager,131071.69,5.27,498.14,20725.72,13056.6,139238.95
1738,Employee_383,Product,UI/UX Designer,118502.28,6.19,528.99,10642.51,8797.44,120876.34
1739,Employee_151,Marketing,SEO Specialist,70649.29,2.38,121.26,12169.68,8168.85,74771.38
1740,Employee_430,Sales,Sales Executive,112456.89,4.37,354.4,1167.59,7325.86,106653.02
1741,Employee_159,Sales,Sales Executive,115150.24,9.42,782.25,901.17,6905.38,109928.28
1742,Employee_349,Marketing,SEO Specialist,67819.31,12.49,610.86,3033.08,6510.43,64952.82
1743,Employee_117,Finance,Financial Analyst,83711.44,14.01,845.77,1094.96,9315.73,76336.44
1744,Employee_276,Product,Product Manager,140327.37,16.94,1714.29,3784.58,19036.84,126789.4
1745,Employee_227,Finance,Financial Analyst,76049.85,17.42,955.38,449.16,8719.8,68734.59
1746,Employee_52,Sales,Sales Executive,71454.59,18.77,967.21,10737.54,6259.76,76899.58
1747,Employee_170,Product,Product Manager,119576.64,12.5,1077.91,18225.81,16383.6,122496.76
1748,Employee_180,Marketing,Marketing Manager,76947.3,16.07,891.74,3599.25,11212.68,70225.61
1749,Employee_50,Customer Support,Customer Success Manager,82810.82,5.04,300.99,10885.75,11394.88,82602.68
